1.81496E-07	0.03333
0	0
0.03333	0
0.06666	0
0.09999	0
0.13332	0
0.16665	0
0.19998	0
0.23331	0
0.26664	0
0.29997	0
0.3333	0
0.36663	0
0.39996	0
0.43329	0
0.46662	0
0.49995	0
0.53328	0
0.56661	0
0.59994	0
0.63327	0
0.6666	0
0.69993	1.28746E-07
0.73326	1.43051E-07
0.76659	1.52588E-07
0.79992	1.62125E-07
0.83325	1.7643E-07
0.86658	1.81198E-07
0.89991	1.81198E-07
0.93324	1.81198E-07
0.96657	1.81198E-07
0.9999	1.81198E-07
1.03323	1.81198E-07
1.06656	1.81198E-07
1.09989	1.81198E-07
1.13322	1.81198E-07
1.16655	1.81198E-07
1.19988	1.81198E-07
1.23321	1.81198E-07
1.26654	1.81198E-07
1.29987	1.81198E-07
1.3332	1.81198E-07
1.36653	1.81198E-07
1.39986	1.81198E-07
1.43319	1.81198E-07
1.46652	1.81198E-07
1.49985	1.81198E-07
1.53318	1.81198E-07
1.56651	1.81198E-07
1.59984	1.81198E-07
1.63317	1.81198E-07
1.6665	1.81198E-07
1.69983	1.81198E-07
1.73316	1.81198E-07
