0.0774218	1.36653
0	0
0.03333	0.00359896
0.06666	0.00715733
0.09999	0.0107969
0.13332	0.0146393
0.16665	0.0185948
0.19998	0.0226392
0.23331	0.0269928
0.26664	0.0318762
0.29997	0.0384314
0.3333	0.0459691
0.36663	0.0536085
0.39996	0.0615732
0.43329	0.0689923
0.46662	0.0749947
0.49995	0.0774218
0.53328	0.0759915
0.56661	0.0734528
0.59994	0.0704941
0.63327	0.0659683
0.6666	0.0587285
0.69993	0.0481744
0.73326	0.0352994
0.76659	0.0213463
0.79992	0.00755816
0.83325	-0.00482214
0.86658	-0.0171814
0.89991	-0.0303482
0.93324	-0.0422424
0.96657	-0.0507839
0.9999	-0.0538924
1.03323	-0.052793
1.06656	-0.0502496
1.09989	-0.0464903
1.13322	-0.041743
1.16655	-0.0362357
1.19988	-0.0301964
1.23321	-0.0238531
1.26654	-0.0174338
1.29987	-0.0111666
1.3332	-0.00527929
1.36653	0
