0.03940063	0.43329
0	0
0.03333	0.0019466
0.06666	0.0044488
0.09999	0.00726848
0.13332	0.0101675
0.16665	0.0129079
0.19998	0.0152513
0.23331	0.0169598
0.26664	0.0177952
0.29997	0.0175194
0.3333	0.0158943
0.36663	0.0125133
0.39996	0.00739767
0.43329	0.000950577
0.46662	-0.00642467
0.49995	-0.0143248
0.53328	-0.0223464
0.56661	-0.0300864
0.59994	-0.0371413
0.63327	-0.0431079
0.6666	-0.0475829
0.69993	-0.0503711
0.73326	-0.0517613
0.76659	-0.0520762
0.79992	-0.0516383
0.83325	-0.0507703
0.86658	-0.0497947
0.89991	-0.0490342
0.93324	-0.0488114
0.96657	-0.0488114
0.9999	-0.0488114
1.03323	-0.0488114
1.06656	-0.0488114
1.09989	-0.0488114
1.13322	-0.0488114
1.16655	-0.0488114
1.19988	-0.0488114
1.23321	-0.0488114
1.26654	-0.0488114
1.29987	-0.0488114
1.3332	-0.0488114
1.36653	-0.0488114
1.39986	-0.0488114
1.43319	-0.0488114
1.46652	-0.0488114
1.49985	-0.0488114
1.53318	-0.0488114
1.56651	-0.0488114
1.59984	-0.0488114
1.63317	-0.0488114
1.6665	-0.0488114
1.69983	-0.0488114
1.73316	-0.0488114
1.76649	-0.0488114
1.79982	-0.0488114
1.83315	-0.0488114
1.86648	-0.0488114
1.89981	-0.0488114
1.93314	-0.0488114
1.96647	-0.0488114
1.9998	-0.0488114
2.03313	-0.0488114
2.06646	-0.0488114
2.09979	-0.0488114
2.13312	-0.0488114
2.16645	-0.0488114
2.19978	-0.0488114
2.23311	-0.0488114
2.26644	-0.0488114
2.29977	-0.0488114
2.3331	-0.0488114
2.36643	-0.0488114
2.39976	-0.0488114
2.43309	-0.0488114
2.46642	-0.0488114
2.49975	-0.0488114
2.53308	-0.0488114
2.56641	-0.0488114
2.59974	-0.0488114
2.63307	-0.0488114
2.6664	-0.0488114
2.69973	-0.0488114
2.73306	-0.0488114
2.76639	-0.0488114
2.79972	-0.0488114
2.83305	-0.0488114
2.86638	-0.0488114
2.89971	-0.0488114
2.93304	-0.0488114
2.96637	-0.0488114
2.9997	-0.0488114
3.03303	-0.0488114
3.06636	-0.0488114
3.09969	-0.0488114
3.13302	-0.0488114
3.16635	-0.0468054
3.19968	-0.0447993
3.23301	-0.0427932
3.26634	-0.0407872
3.29967	-0.0387811
3.333	-0.0367751
3.36633	-0.034769
3.39966	-0.032763
3.43299	-0.0307569
3.46632	-0.0287508
3.49965	-0.0267448
3.53298	-0.0247387
3.56631	-0.0247387
3.59964	-0.0247387
3.63297	-0.0247387
3.6663	-0.0247387
3.69963	-0.0247387
3.73296	-0.0247387
3.76629	-0.0247387
3.79962	-0.0247387
3.83295	-0.0247387
3.86628	-0.0247387
3.89961	-0.0247387
3.93294	-0.0247387
3.96627	-0.0247387
3.9996	-0.0247387
4.03293	-0.0247387
4.06626	-0.0247387
4.09959	-0.0247387
4.13292	-0.0247387
4.16625	-0.0247387
4.19958	-0.0247387
4.23291	-0.0247387
4.26624	-0.0247387
4.29957	-0.0247387
4.3329	-0.0247387
4.36623	-0.0247387
4.39956	-0.0247387
4.43289	-0.0247387
4.46622	-0.0249356
4.49955	-0.0254604
4.53288	-0.026215
4.56621	-0.0271007
4.59954	-0.0280193
4.63287	-0.0288722
4.6662	-0.0295611
4.69953	-0.0299876
4.73286	-0.0300532
4.76619	-0.0296595
4.79952	-0.0287082
4.83285	-0.0271007
4.86618	-0.0247387
4.89951	-0.0208194
4.93284	-0.0149555
4.96617	-0.00767142
4.9995	0.000508208
5.03283	0.00905895
5.06616	0.0174562
5.09949	0.0251753
5.13282	0.0316918
5.16615	0.0364811
5.19948	0.0390188
5.23281	0.0392794
5.26614	0.0377927
5.29947	0.0348672
5.3328	0.0308112
5.36613	0.0259329
5.39946	0.0205408
5.43279	0.0149431
5.46612	0.00944817
5.49945	0.00436439
5.53278	0
